EnsemblGeneID	R1L1Kidney	R1L3Kidney	R1L7Kidney	R2L2Kidney	R2L6Kidney	R1L2Liver	R1L4Liver	R1L6Liver	R1L8Liver	R2L3Liver
ENSG00000212239	0	0	0	0	0	0	0	0	0	0
ENSG00000133226	136	154	143	162	162	112	138	105	132	133
ENSG00000209656	0	0	0	0	0	1	1	0	1	0
ENSG00000169504	603	620	551	560	634	267	224	258	257	245
ENSG00000212350	0	0	0	0	0	0	0	0	0	0
ENSG00000020633	3	0	2	3	3	24	14	13	14	10
ENSG00000117614	134	141	158	149	118	88	66	88	74	73
ENSG00000117616	278	258	268	293	265	221	235	259	232	252
ENSG00000187010	2	0	3	1	1	3	2	0	2	4
ENSG00000215228	0	0	0	0	1	1	0	0	0	1
ENSG00000183726	235	213	226	244	232	79	69	67	75	82
ENSG00000188672	4	4	4	2	3	2	0	1	3	2
ENSG00000204181	0	0	0	0	0	0	0	0	0	0
ENSG00000204178	68	66	71	70	65	112	116	90	99	113
ENSG00000157978	68	97	69	89	56	97	80	88	70	93
ENSG00000203342	0	0	0	0	0	0	0	0	0	0
ENSG00000203341	0	0	0	0	0	0	0	0	0	1
ENSG00000117643	222	206	208	238	265	58	44	46	42	60
ENSG00000162430	354	330	306	380	376	63	67	54	54	69
ENSG00000117640	382	330	323	403	338	276	241	259	232	305
ENSG00000177515	3	1	2	2	2	1	0	0	0	1
ENSG00000127423	2	2	2	9	7	2	4	1	3	1
ENSG00000182749	202	181	177	214	217	25	31	25	28	24
ENSG00000207302	0	0	0	0	0	0	0	2	0	0
ENSG00000177493	0	0	0	1	0	0	0	0	0	1
ENSG00000117632	131	129	116	119	119	22	18	20	17	24
ENSG00000158006	108	115	88	120	88	44	38	56	41	52
ENSG00000207237	0	0	0	0	0	0	0	0	0	0
ENSG00000212341	0	0	0	0	0	0	0	0	0	0
ENSG00000158008	4	2	1	1	1	1	0	1	0	1
ENSG00000158014	51	60	43	57	56	0	0	1	0	0
ENSG00000158022	9	14	15	12	16	2	1	2	1	2
ENSG00000175087	24	22	26	26	18	28	30	29	22	27
ENSG00000197245	7	7	9	3	8	2	0	3	3	2
ENSG00000142684	12	30	12	25	28	21	17	14	13	27
ENSG00000142675	34	27	33	27	42	12	10	12	4	9
ENSG00000188782	0	0	0	0	0	0	0	0	0	0
ENSG00000130695	39	48	35	51	43	19	13	24	17	22
ENSG00000209677	0	0	0	0	0	2	4	0	2	3
ENSG00000142669	162	156	161	156	164	62	63	47	60	68
ENSG00000158062	21	37	26	38	40	6	8	5	7	4
ENSG00000169442	2	3	2	0	2	4	3	5	7	6
ENSG00000176092	0	1	0	0	0	0	0	0	0	0
ENSG00000215904	0	0	0	0	0	0	0	0	0	0
ENSG00000176083	0	0	0	0	0	1	0	1	0	0
ENSG00000131914	0	0	0	0	0	0	0	0	0	0
ENSG00000117682	27	18	19	30	25	7	8	2	6	7
ENSG00000198830	21	20	20	37	25	7	9	8	4	11
ENSG00000117676	77	86	81	97	94	21	21	27	28	29
ENSG00000209680	0	1	2	0	0	1	0	1	1	0
ENSG00000200373	1	0	0	0	0	0	0	0	0	0
ENSG00000209703	0	0	0	0	0	0	0	0	0	0
ENSG00000117713	240	245	216	222	262	202	184	209	176	213
ENSG00000060642	51	43	44	38	45	74	68	80	92	66
ENSG00000209708	0	0	0	1	0	2	2	4	0	2
ENSG00000204160	44	28	24	43	40	65	67	50	63	62
ENSG00000175793	2	3	1	2	6	1	1	1	0	0
ENSG00000142751	10	19	24	19	24	13	14	13	11	14
ENSG00000198746	15	14	16	20	13	10	10	14	6	16
ENSG00000131910	19	15	25	20	26	72	107	64	73	119
ENSG00000090273	97	97	74	102	127	134	116	131	111	112
ENSG00000175707	20	14	14	17	14	10	6	4	4	4
ENSG00000172746	2	4	0	0	3	0	1	2	2	1
ENSG00000177665	0	0	0	0	0	0	0	0	1	0
ENSG00000204157	82	70	55	75	91	17	20	8	19	22
ENSG00000158246	17	26	31	25	20	0	1	0	0	1
ENSG00000090020	51	38	38	44	42	8	8	6	4	9
ENSG00000187234	0	0	0	0	0	0	0	0	0	0
ENSG00000214973	18	14	10	14	11	2	1	2	1	2
ENSG00000142784	186	178	169	213	193	96	94	92	73	113
ENSG00000212364	0	0	0	0	0	0	0	0	0	0
ENSG00000209713	0	0	0	0	0	1	0	0	1	1
ENSG00000186501	59	51	38	65	59	54	52	47	39	62
ENSG00000206888	1	0	2	1	1	0	0	0	0	1
ENSG00000142765	2	8	1	4	2	4	1	3	3	4
ENSG00000214942	0	0	1	0	0	0	0	0	0	1
ENSG00000142733	56	63	70	64	84	12	8	6	14	12
ENSG00000203659	0	0	0	0	0	0	0	0	0	0
ENSG00000142748	38	35	40	45	43	69	83	69	74	102
ENSG00000174950	0	0	0	1	0	0	0	0	0	0
ENSG00000181773	1	3	1	3	1	0	1	0	0	1
ENSG00000158195	213	212	186	223	208	47	69	52	44	59
ENSG00000126705	70	82	64	83	80	23	22	24	29	34
ENSG00000000938	14	18	7	27	15	42	34	39	37	45
ENSG00000126709	67	67	65	88	70	45	53	57	35	60
ENSG00000206767	0	0	0	0	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	1	0	0	1	0
ENSG00000009780	26	49	32	25	34	20	12	17	15	19
ENSG00000209738	0	0	0	0	0	0	0	0	1	1
ENSG00000117758	169	174	152	197	163	73	80	67	65	70
ENSG00000202203	0	0	0	0	0	0	0	0	0	0
ENSG00000117751	77	99	63	76	88	41	39	57	35	47
ENSG00000212212	0	0	0	0	0	0	0	0	0	0
ENSG00000181089	3	12	5	8	6	2	3	1	2	5
ENSG00000130775	4	4	3	5	2	9	4	15	3	9
ENSG00000117748	38	42	35	32	46	11	11	8	8	17
ENSG00000130768	2	6	6	4	3	1	0	0	1	2
ENSG00000158156	9	23	16	24	17	36	34	26	37	37
ENSG00000158161	53	65	47	44	59	9	11	12	12	6
ENSG00000212436	0	0	0	0	0	0	1	1	1	1
ENSG00000209759	1	0	1	1	2	2	1	0	1	1
ENSG00000189015	11	7	9	13	8	3	9	6	6	3
ENSG00000214812	4	7	10	8	8	1	1	1	0	0
ENSG00000209763	0	0	0	0	0	0	0	0	0	0
ENSG00000169403	1	2	4	4	2	6	1	2	1	4
ENSG00000215903	0	0	0	0	0	0	0	0	0	0
ENSG00000126698	128	118	104	134	149	63	65	73	67	67
ENSG00000215902	0	6	5	5	7	5	6	7	2	6
ENSG00000186000	16	14	5	10	13	8	4	7	7	2
ENSG00000130770	229	264	265	290	294	100	94	94	82	104
ENSG00000130766	86	78	77	100	91	79	98	87	63	80
ENSG00000209766	0	0	0	0	0	0	0	0	0	0
ENSG00000130772	16	27	20	20	20	44	49	38	48	40
ENSG00000204138	278	278	275	326	344	227	236	271	235	260
ENSG00000206779	0	1	0	0	0	0	0	0	0	0
ENSG00000180198	22	25	19	25	19	34	38	45	28	43
ENSG00000201808	2	0	2	2	0	1	2	0	2	1
ENSG00000200087	2	0	2	3	2	1	0	1	1	0
ENSG00000209791	0	0	0	0	0	0	1	1	0	0
ENSG00000215901	0	0	0	0	0	0	0	0	0	0
ENSG00000180098	34	28	18	20	34	11	12	13	13	15
ENSG00000197989	10	15	19	22	20	18	19	16	9	12
ENSG00000207311	37	28	30	33	43	20	18	13	14	13
ENSG00000207314	1	0	1	1	0	0	0	0	1	0
ENSG00000207070	0	1	1	0	3	0	0	1	2	1
ENSG00000188060	0	0	0	0	0	0	1	0	0	1
ENSG00000120656	39	41	24	42	38	28	35	26	20	30
ENSG00000216051	48	56	79	70	60	30	32	31	24	34
ENSG00000209804	48	56	79	70	60	31	32	31	25	34
ENSG00000162419	16	18	18	15	23	13	13	9	7	7
ENSG00000212177	0	0	2	0	0	0	0	0	0	0
ENSG00000198492	76	64	69	84	93	67	72	59	63	78
ENSG00000116329	0	0	0	0	0	0	0	0	0	0
ENSG00000199756	0	0	0	0	0	0	0	0	0	0
ENSG00000159023	198	187	194	187	202	190	185	204	204	202
ENSG00000206704	0	0	0	0	0	0	0	0	0	1
ENSG00000187975	54	48	56	47	45	80	94	87	86	79
ENSG00000116350	195	221	237	249	218	220	229	208	202	235
ENSG00000116353	50	48	32	39	34	21	17	16	12	16
ENSG00000060656	31	28	28	41	36	30	30	22	26	33
ENSG00000162510	1	0	0	1	0	0	0	0	0	0
ENSG00000186056	2	1	1	4	2	0	5	4	3	1
ENSG00000162511	22	33	24	26	23	52	64	54	59	59
ENSG00000162512	10	17	8	14	16	8	0	5	6	5
ENSG00000134644	233	251	223	266	250	217	234	216	246	230
ENSG00000200154	0	0	0	0	0	0	0	0	0	0
ENSG00000202107	0	0	0	0	0	0	0	0	0	0
ENSG00000200181	3	0	1	1	0	0	0	0	0	0
ENSG00000186195	0	3	5	4	6	1	0	1	3	3
ENSG00000215900	18	12	23	15	17	7	11	5	6	8
ENSG00000084628	0	0	1	1	0	0	0	1	0	0
ENSG00000060688	38	42	28	30	40	28	20	22	15	28
ENSG00000121766	91	93	94	91	73	44	32	41	31	46
ENSG00000121769	308	380	344	351	354	6	16	16	19	26
ENSG00000168528	178	182	156	206	192	118	109	102	109	142
ENSG00000215899	5	4	2	4	2	0	5	3	2	4
ENSG00000206981	0	0	0	0	0	0	0	0	0	0
ENSG00000142910	273	267	217	314	270	37	41	25	24	37
ENSG00000121764	0	0	0	1	0	0	0	0	0	0
ENSG00000162517	126	106	116	134	127	71	91	72	88	89
ENSG00000084636	12	15	14	20	22	12	14	9	7	12
ENSG00000121753	6	3	4	9	8	2	0	0	0	1
ENSG00000134668	0	1	2	0	0	0	0	0	1	0
ENSG00000184007	156	177	164	188	186	141	106	116	118	130
ENSG00000212673	0	1	5	1	2	6	5	6	5	4
ENSG00000121774	356	328	352	358	347	134	134	137	122	128
ENSG00000121775	20	14	16	21	23	19	23	23	21	17
ENSG00000209881	1	0	0	0	0	0	0	0	0	0
ENSG00000209890	0	0	0	0	0	0	0	1	0	1
ENSG00000025800	329	330	302	347	368	289	254	262	282	282
ENSG00000084652	189	228	219	230	202	278	279	260	238	318
ENSG00000160050	14	10	10	16	15	3	0	0	2	1
ENSG00000160051	15	9	11	14	12	1	1	2	5	0
ENSG00000160055	26	24	22	16	32	10	8	8	12	7
ENSG00000215898	0	0	0	0	0	0	0	0	0	0
ENSG00000084623	165	159	176	180	187	86	101	84	81	87
ENSG00000183615	20	15	19	17	25	7	2	1	2	6
ENSG00000182866	1	2	2	4	3	7	9	3	11	5
ENSG00000116478	166	198	186	202	206	112	116	125	119	136
ENSG00000175130	97	82	101	110	111	77	74	65	61	78
ENSG00000162526	5	12	16	15	13	14	10	16	8	17
ENSG00000160058	157	167	151	167	184	209	220	196	195	239
ENSG00000212353	0	0	0	0	0	0	0	0	0	0
ENSG00000215897	1	0	0	0	0	0	0	0	0	0
ENSG00000160062	26	26	26	30	33	21	20	18	16	20
ENSG00000176261	31	30	36	43	32	27	29	26	17	28
ENSG00000200591	1	0	1	0	2	0	0	3	0	0
ENSG00000162521	63	66	60	73	66	49	36	36	31	37
ENSG00000209921	0	0	0	0	0	0	0	0	0	0
ENSG00000162520	51	46	39	44	52	21	21	19	20	27
ENSG00000162522	302	328	268	334	362	64	66	54	78	76
ENSG00000134684	121	125	102	140	133	146	134	127	120	162
ENSG00000203311	0	0	0	1	0	0	0	0	0	0
ENSG00000116497	23	25	21	11	19	14	7	10	13	11
ENSG00000160097	11	20	11	12	16	17	11	10	16	11
ENSG00000121905	4	2	3	3	2	0	2	2	2	2
ENSG00000121900	20	20	12	28	24	6	7	6	10	7
ENSG00000116514	68	47	47	62	52	21	18	14	13	21
ENSG00000004455	52	65	54	83	68	20	16	24	19	23
ENSG00000209931	3	2	4	3	2	5	7	5	4	10
ENSG00000142920	6	2	3	10	6	1	1	3	0	2
ENSG00000116525	4	11	4	10	11	7	2	3	3	1
ENSG00000212672	5	6	3	1	7	0	5	2	4	4
ENSG00000160094	82	94	90	79	92	41	40	42	41	36
ENSG00000184389	0	0	0	0	0	0	0	0	0	0
ENSG00000134686	296	321	278	313	308	252	254	203	205	266
ENSG00000121903	9	9	11	14	12	0	1	2	4	1
ENSG00000121904	0	0	0	0	0	0	0	0	0	0
ENSG00000176256	0	0	0	0	0	0	0	0	0	0
ENSG00000201148	0	0	0	0	0	0	0	0	0	0
ENSG00000142698	0	0	0	0	0	0	0	0	0	0
ENSG00000207941	0	0	0	0	0	0	0	0	0	0
ENSG00000189280	0	0	0	0	0	1	1	2	1	0
ENSG00000189433	0	0	0	0	0	1	1	1	0	0
ENSG00000216162	0	0	0	0	0	0	0	0	0	0
ENSG00000188910	0	0	0	0	0	3	2	3	2	1
ENSG00000187513	25	32	29	44	39	12	20	14	13	28
ENSG00000163866	96	95	92	88	102	140	146	144	128	156
ENSG00000116544	2	1	0	4	3	0	0	0	1	1
ENSG00000204105	8	8	8	14	7	10	5	8	5	11
ENSG00000163867	36	40	38	41	24	7	13	15	14	10
ENSG00000197056	28	40	27	28	28	26	18	19	13	23
ENSG00000116560	390	427	367	442	456	227	200	199	193	212
ENSG00000201868	2	0	0	0	0	0	0	0	0	0
ENSG00000146463	161	185	154	161	169	75	98	73	78	70
ENSG00000209961	0	0	0	0	0	1	1	0	0	0
ENSG00000201542	0	0	1	0	0	1	0	0	0	1
ENSG00000202129	1	0	0	1	0	0	0	0	0	0
ENSG00000142687	312	284	274	310	292	181	193	176	164	192
ENSG00000020129	56	51	31	57	44	16	10	15	19	19
ENSG00000126067	77	71	66	59	74	50	44	48	44	45
ENSG00000116819	0	4	2	2	1	5	0	4	1	1
ENSG00000142686	23	21	23	13	29	23	20	29	14	17
ENSG00000092853	5	5	5	7	7	0	0	3	0	0
ENSG00000134698	62	78	71	90	87	60	64	52	66	79
ENSG00000092847	64	68	70	72	77	40	44	46	42	45
ENSG00000126070	21	24	18	30	32	26	27	22	25	20
ENSG00000092850	4	2	2	6	1	1	1	0	2	1
ENSG00000116863	40	34	30	48	42	24	29	28	26	33
ENSG00000171812	5	3	6	8	8	1	1	4	5	7
ENSG00000054116	84	88	77	70	82	32	40	34	32	42
ENSG00000116871	112	106	78	118	110	40	29	27	24	26
ENSG00000054118	270	270	232	317	298	137	171	163	159	186
ENSG00000215896	4	7	15	6	9	0	0	0	0	2
ENSG00000214193	92	72	62	84	98	2	4	7	1	2
ENSG00000142694	46	50	26	36	57	3	5	6	7	9
ENSG00000116883	46	58	52	56	64	6	2	5	3	7
ENSG00000196182	139	146	174	172	178	156	142	141	145	134
ENSG00000181817	49	46	47	57	66	27	23	33	27	31
ENSG00000116885	19	32	16	30	28	6	5	1	3	8
ENSG00000201448	0	0	0	0	1	0	0	0	0	0
ENSG00000116898	110	110	121	130	142	72	62	76	77	79
ENSG00000119535	16	16	19	23	17	17	16	19	22	23
ENSG00000163873	0	1	1	1	0	0	0	1	0	1
ENSG00000207328	0	0	0	0	0	0	0	0	0	0
ENSG00000210044	0	0	0	0	0	0	0	0	0	0
ENSG00000163874	32	36	42	33	42	10	16	10	10	14
ENSG00000163875	68	89	69	74	76	43	42	31	32	40
ENSG00000188904	0	1	0	0	0	0	0	0	0	0
ENSG00000163877	40	24	29	26	34	39	31	28	36	37
ENSG00000163879	70	77	68	69	72	20	22	17	20	14
ENSG00000134697	55	62	74	70	68	52	54	57	48	57
ENSG00000169218	38	30	44	14	13	28	20	30	37	12
ENSG00000116922	21	24	28	31	39	11	9	10	11	12
ENSG00000134690	2	3	2	3	3	2	1	1	1	0
ENSG00000183317	0	0	0	0	0	0	1	0	0	1
ENSG00000200421	0	0	0	0	0	0	0	0	0	0
ENSG00000210067	0	0	0	0	0	0	0	0	0	0
ENSG00000214141	3	4	1	2	5	2	1	1	1	0
ENSG00000204087	0	0	0	0	0	0	0	0	0	0
ENSG00000185090	9	6	7	6	5	1	3	1	1	9
ENSG00000196449	46	41	25	37	32	25	21	27	22	17
ENSG00000197982	94	72	75	102	101	110	83	85	80	98
ENSG00000188786	79	104	89	73	91	47	50	48	43	51
ENSG00000204084	67	66	52	71	72	68	48	64	53	51
ENSG00000199254	0	0	0	0	0	1	0	1	0	0
ENSG00000212619	0	1	0	0	0	0	0	0	0	0
ENSG00000183431	80	80	71	89	93	44	37	30	33	44
ENSG00000212541	0	1	0	0	0	0	0	0	0	1
ENSG00000183386	12	10	5	6	9	8	7	7	3	9
ENSG00000183520	26	33	34	35	40	19	14	23	15	18
ENSG00000185668	1	1	0	1	0	2	0	0	1	2
ENSG00000200796	0	0	0	0	0	0	0	0	0	0
ENSG00000215895	5	6	5	8	7	3	2	3	3	3
ENSG00000116954	54	53	59	63	65	16	22	12	15	22
ENSG00000214114	83	83	77	72	78	21	35	25	18	29
ENSG00000131233	16	16	12	13	14	1	6	6	2	4
ENSG00000215894	6	3	4	1	2	1	1	1	0	2
ENSG00000158315	0	6	6	3	4	3	4	2	2	2
ENSG00000199963	0	0	0	0	0	0	0	0	0	0
ENSG00000207466	0	0	0	0	0	0	0	0	0	0
ENSG00000174574	146	165	136	162	157	47	66	68	72	71
ENSG00000168653	236	221	210	231	252	78	81	91	70	82
ENSG00000127603	1053	1105	1057	1114	1187	406	444	400	423	411
ENSG00000206654	1	0	2	0	1	0	0	0	0	0
ENSG00000210142	0	0	0	0	0	0	1	0	0	0
ENSG00000183682	52	45	35	58	54	13	7	13	9	10
ENSG00000210147	0	0	0	0	0	0	0	0	0	0
ENSG00000182109	13	6	11	13	9	5	13	7	6	11
ENSG00000090621	202	227	172	228	224	194	198	154	168	195
ENSG00000201457	3	2	4	2	2	0	1	0	1	0
ENSG00000163909	32	45	30	36	41	23	18	25	21	20
ENSG00000116981	1	1	3	1	1	1	1	0	0	0
ENSG00000116983	28	51	38	47	37	0	2	0	3	0
ENSG00000212671	1	5	2	3	0	1	1	2	1	0
ENSG00000200276	0	0	0	0	0	0	0	0	0	0
ENSG00000084072	39	50	39	29	38	13	20	16	12	12
ENSG00000116985	2	2	1	2	4	0	2	2	0	2
ENSG00000198754	0	0	0	0	0	0	0	0	0	0
ENSG00000043514	37	56	37	44	50	20	27	33	28	37
ENSG00000202222	0	1	0	0	0	0	0	0	0	0
ENSG00000116990	5	5	2	5	6	15	16	28	11	22
ENSG00000207356	0	0	0	0	0	0	0	0	0	0
ENSG00000168389	4	12	11	5	13	187	194	211	171	208
ENSG00000131236	332	326	298	344	388	158	150	147	127	142
ENSG00000131238	357	370	354	378	402	56	76	59	69	70
ENSG00000117000	53	50	68	48	53	49	40	63	62	51
ENSG00000207508	0	2	0	1	0	0	0	0	0	0
ENSG00000200414	0	0	0	0	0	2	0	0	0	0
ENSG00000188800	0	0	0	0	0	0	0	0	0	0
ENSG00000084073	197	241	215	252	242	113	150	141	132	116
ENSG00000049089	27	39	45	44	42	4	4	5	0	5
ENSG00000084070	68	78	64	71	84	164	123	160	148	160
ENSG00000187801	0	1	4	4	3	1	5	4	1	0
ENSG00000187815	14	8	8	18	11	4	11	6	15	12
ENSG00000164002	12	10	16	25	12	10	9	6	15	6
ENSG00000117010	3	7	1	6	4	7	3	2	0	2
ENSG00000210232	0	0	0	0	0	0	0	0	0	0
ENSG00000117016	13	8	10	6	12	2	3	4	4	3
ENSG00000181295	1	2	1	3	3	1	0	0	0	1
ENSG00000066136	88	86	90	116	96	64	63	46	42	71
ENSG00000198974	0	0	0	0	0	0	0	0	0	0
ENSG00000207962	0	0	0	0	0	0	0	0	0	0
ENSG00000117013	0	0	1	2	2	0	0	0	0	0
ENSG00000202416	1	0	0	0	0	0	0	0	1	0
ENSG00000179862	19	19	14	29	21	41	46	52	61	72
ENSG00000171793	38	30	29	36	28	116	108	95	110	110
ENSG00000171790	2	4	2	1	0	15	3	7	9	11
ENSG00000010803	88	90	112	123	101	49	47	56	41	58
ENSG00000215893	0	0	0	0	0	0	0	0	0	2
ENSG00000203293	4	4	5	4	4	4	7	8	8	7
ENSG00000213987	0	0	0	0	0	0	0	2	0	0
ENSG00000204060	2	2	0	0	2	0	0	0	0	0
ENSG00000210279	0	0	0	0	0	0	0	0	0	0
ENSG00000127129	2	3	1	5	5	0	0	1	0	1
ENSG00000127124	6	7	11	15	17	5	8	12	8	7
ENSG00000044012	0	0	0	0	0	3	2	0	2	3
ENSG00000197273	0	0	0	0	0	1	0	0	0	0
ENSG00000198815	139	125	148	122	160	111	112	82	107	116
ENSG00000210281	0	0	2	0	1	0	0	0	0	0
ENSG00000177181	6	3	4	10	4	0	0	0	0	0
ENSG00000066185	23	22	21	15	30	9	7	15	16	10
ENSG00000127125	151	171	165	153	182	78	78	86	81	76
ENSG00000186409	53	61	52	47	58	3	3	3	5	9
ENSG00000200254	0	0	0	0	0	0	0	0	0	0
ENSG00000171960	19	9	10	13	13	8	5	1	4	4
ENSG00000065978	113	124	103	120	126	42	43	40	40	39
ENSG00000164007	67	71	50	84	67	0	0	0	2	0
ENSG00000117385	19	24	28	32	26	27	23	20	25	28
ENSG00000210306	3	3	1	1	4	0	0	0	0	1
ENSG00000164008	27	26	26	23	33	15	20	18	10	16
ENSG00000177868	31	24	28	22	21	25	19	16	13	22
ENSG00000164010	54	66	45	59	60	71	56	74	59	74
ENSG00000164011	44	32	28	37	26	46	56	42	48	54
ENSG00000117394	117	95	113	101	128	13	13	11	10	14
ENSG00000207256	0	0	0	0	0	1	0	0	0	0
ENSG00000186973	0	0	1	1	0	0	0	0	0	0
ENSG00000117395	106	112	102	117	109	117	138	119	130	121
ENSG00000164012	8	13	10	8	17	43	42	41	51	54
ENSG00000199240	0	0	0	0	1	2	0	2	0	1
ENSG00000204057	2	0	1	0	2	0	0	2	0	0
ENSG00000176591	1	0	0	1	3	0	3	2	1	1
ENSG00000179178	25	28	18	34	28	2	4	1	1	2
ENSG00000184157	42	41	35	55	46	2	0	3	2	4
ENSG00000066056	64	53	53	62	64	18	13	12	22	32
ENSG00000117400	0	3	1	0	0	0	0	0	0	0
ENSG00000117399	1	0	3	2	1	0	1	0	0	0
ENSG00000066322	134	115	135	127	145	42	59	56	52	82
ENSG00000159479	47	61	56	63	51	56	58	48	52	74
ENSG00000198198	53	47	53	78	66	30	42	45	39	55
ENSG00000178922	46	61	45	71	58	49	47	61	41	51
ENSG00000142949	332	320	312	350	354	732	772	716	711	808
ENSG00000066135	102	123	130	120	119	107	93	93	86	93
ENSG00000126091	29	23	27	19	23	34	27	21	19	23
ENSG00000210352	0	1	1	0	0	0	0	0	0	0
ENSG00000117407	3	5	3	4	3	0	1	0	2	0
ENSG00000117408	103	100	77	112	106	31	20	24	32	40
ENSG00000132768	30	44	40	40	36	26	30	22	18	37
ENSG00000117410	234	274	254	254	313	67	66	75	88	90
ENSG00000117411	42	42	36	29	40	39	40	28	34	30
ENSG00000159214	36	37	30	39	32	2	5	4	9	9
ENSG00000196517	11	16	11	10	13	3	1	5	2	3
ENSG00000210358	0	0	0	0	0	0	0	0	0	1
ENSG00000171872	0	0	0	0	1	0	1	1	0	1
ENSG00000200171	0	0	0	0	0	0	0	0	0	0
ENSG00000178028	52	39	45	51	54	25	24	22	23	28
ENSG00000117419	92	90	90	116	100	34	26	33	30	44
ENSG00000199385	0	0	0	0	0	0	0	0	0	0
ENSG00000187147	145	138	116	140	173	70	70	73	75	57
ENSG00000126106	11	21	21	13	29	11	13	9	7	8
ENSG00000213879	2	0	1	4	0	0	0	1	1	1
ENSG00000198520	6	11	9	10	6	27	33	27	42	32
ENSG00000199377	0	0	0	0	0	0	1	0	0	0
ENSG00000200169	0	0	0	0	0	0	0	0	0	0
ENSG00000142945	8	4	4	4	3	0	2	3	2	1
ENSG00000210407	0	0	0	0	0	0	0	0	0	0
ENSG00000142937	385	388	435	464	443	285	299	280	307	344
ENSG00000207429	46	46	26	38	41	22	33	32	20	33
ENSG00000200913	3	4	0	2	2	0	1	0	0	1
ENSG00000202031	1	1	0	1	2	2	3	1	0	0
ENSG00000207421	3	1	2	2	3	1	0	0	0	0
ENSG00000173863	3	2	0	1	1	3	4	2	3	2
ENSG00000142959	0	2	0	0	2	0	0	0	1	0
ENSG00000173846	24	31	16	25	21	14	14	13	15	7
ENSG00000188396	2	0	0	0	0	4	1	2	2	1
ENSG00000202444	1	0	0	0	1	0	1	0	0	0
ENSG00000117425	2	1	2	2	2	1	1	0	1	0
ENSG00000070785	36	30	41	42	48	10	24	14	18	18
ENSG00000210472	0	0	0	0	0	0	0	0	0	0
ENSG00000126107	88	90	90	92	104	138	106	116	112	110
ENSG00000126088	113	117	92	114	103	102	109	107	67	121
ENSG00000162415	19	36	19	27	35	3	3	2	2	5
ENSG00000204034	7	1	4	0	1	6	7	4	7	4
ENSG00000186603	0	0	0	0	1	0	2	2	1	1
ENSG00000132781	26	20	27	20	32	18	16	12	17	14
ENSG00000132773	14	7	14	14	17	17	14	13	9	11
ENSG00000070759	5	7	4	11	8	21	22	29	21	25
ENSG00000210479	0	0	0	0	0	0	0	0	0	0
ENSG00000132763	22	27	25	26	27	60	70	46	47	46
ENSG00000117450	677	676	620	638	678	448	485	450	428	461
ENSG00000117448	399	446	448	501	513	316	294	330	292	352
ENSG00000132780	112	110	110	99	106	85	75	88	84	115
ENSG00000159588	3	4	6	3	7	13	13	10	13	11
ENSG00000159592	266	286	266	290	330	298	262	304	270	312
ENSG00000159596	43	37	38	37	43	19	21	18	13	14
ENSG00000197429	56	50	52	46	50	25	18	22	16	25
ENSG00000215891	0	0	0	0	0	0	0	0	0	0
ENSG00000086015	57	64	54	50	71	41	34	33	29	49
ENSG00000117461	123	137	142	138	142	19	31	33	29	22
ENSG00000117472	572	614	603	624	688	14	17	15	13	16
ENSG00000085998	150	171	156	172	165	98	102	100	92	98
ENSG00000171357	36	32	40	45	36	4	4	3	5	5
ENSG00000085999	8	10	8	10	8	6	6	3	9	6
ENSG00000132128	87	80	92	99	81	52	66	67	59	77
ENSG00000173660	253	288	255	266	309	53	79	68	54	52
ENSG00000117481	85	66	71	74	75	72	61	61	52	59
ENSG00000215890	34	27	31	34	37	24	21	22	19	18
ENSG00000210483	0	1	0	0	0	0	0	0	0	0
ENSG00000117480	40	38	36	45	47	36	42	38	32	41
ENSG00000213777	0	0	0	0	0	0	0	0	0	0
ENSG00000197587	1	0	0	0	1	0	0	0	0	0
ENSG00000216144	0	0	0	0	0	0	0	0	0	0
ENSG00000162456	0	0	0	0	0	0	0	0	0	0
ENSG00000079277	48	73	49	77	55	72	64	53	56	69
ENSG00000142961	54	57	46	55	56	24	30	29	31	16
ENSG00000123472	364	408	387	406	438	166	147	183	169	162
ENSG00000186118	0	0	0	0	1	0	0	0	0	0
ENSG00000159658	525	541	548	605	595	204	211	195	194	179
ENSG00000142973	5	3	11	10	15	1	1	3	1	0
ENSG00000154198	1	0	1	0	1	0	0	0	0	0
ENSG00000187048	200	188	176	227	222	540	488	447	463	528
ENSG00000186377	20	18	18	16	21	8	7	14	8	11
ENSG00000186160	0	3	1	1	1	1	0	0	4	1
ENSG00000162365	67	86	54	71	82	203	200	198	167	229
ENSG00000162366	730	782	720	832	866	4	8	7	7	6
ENSG00000162367	30	31	29	26	24	3	8	4	6	8
ENSG00000123473	4	12	2	7	9	3	6	3	5	4
ENSG00000162368	148	158	142	160	154	296	270	290	276	296
ENSG00000186790	1	1	0	0	0	0	1	0	0	0
ENSG00000186564	14	16	19	15	17	4	3	5	4	5
ENSG00000180029	7	9	7	9	7	2	4	2	0	3
ENSG00000204018	14	6	6	16	16	1	1	1	2	3
ENSG00000204015	0	0	0	0	0	0	1	0	0	0
ENSG00000198709	0	0	0	0	0	0	0	0	0	0
ENSG00000215889	2	1	1	0	0	0	0	0	0	0
ENSG00000117834	22	32	35	33	34	27	31	28	29	29
ENSG00000179793	0	0	0	0	0	0	0	0	0	0
ENSG00000215888	1	0	0	0	0	0	0	0	0	0
ENSG00000132122	15	20	15	19	14	2	3	3	0	8
